,Sentiment,Negative_Reason,Airline,Text,TextLength
2768,negative,Late Flight,United, 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,147
8441,positive,,Delta, Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,105
7487,negative,Lost Luggage,Delta,"  I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was.",139
7735,neutral,,Delta, that selfie was extreme.,33
11816,neutral,,US Airways," I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",135
14220,negative,Late Flight,American, delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... ï¿½ï,104
1619,negative,Flight Booking Problems,United, but we are on All Nippon now (booked by United to replace the one we missed).,85
5115,negative,Cancelled Flight,Southwest," you have the worst service, you Cancelled Flightled all your flights FLL to PHL all  flights flew. Stuck in FL 3 days. #done",148
4179,negative,Can't Tell,United, it would be super if you paid as much attention to actual fliers as you do to credit card holders.,106
14607,negative,Cancelled Flight,American, Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,137
9658,neutral,,US Airways,"  any progress? Good luck, Patrick!",55
7012,negative,Late Flight,Delta, We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,133
10574,negative,Customer Service Issue,US Airways, trying to Cancelled Flight a flight urgently...get hung up on twice??? Sweet refund policy,101
9031,negative,Lost Luggage,US Airways, Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.,133
13594,positive,,American," Thanks guys, you got it. I'm heading to Milan on Wednesday, so big week with the AA family :)",106
5266,negative,Cancelled Flight,Southwest, y'all just Cancelled Flightled the flight i rebooked after 1st was Cancelled Flightled. help? I need to be in nyc. schedule more flights tomorrow!,160
13260,negative,Can't Tell,American, refund,19
2996,positive,,United, good fly!! #United #businessFirst,41
6626,negative,Customer Service Issue,Southwest," not terribly inspired to call ""customer service"" in the future now.",81
4202,negative,Customer Service Issue,United, probably wouldn't be doing it had someone returned my call or email. Case number 8273993,96
7600,neutral,,Delta, Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,90
575,negative,Can't Tell,United, I will not be flying you again,38
9224,neutral,,US Airways, Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,126
8705,negative,Lost Luggage,Delta," Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",139
12077,positive,,American, got another flight. Thanks you,43
12005,neutral,,American," we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",121
4230,negative,Late Flight,United," I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",139
2685,positive,,United," Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",129
1338,negative,Lost Luggage,United, Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,140
5401,negative,Cancelled Flight,Southwest, thanks for the Cancelled Flightation today. Only airline that's Cancelled Flighted. Lost a customer today.,120
7437,negative,Can't Tell,Delta, Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,140
2986,neutral,,United, done,12
9015,negative,Customer Service Issue,US Airways, already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that,140
5296,neutral,,Southwest, I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?,125
8432,negative,Can't Tell,Delta,'s CEO battles to appease passengers and Wall Street -  http://t.co/h6cE3mWCqj,93
6207,negative,Lost Luggage,Southwest, #worstthingever 2days Late Flightr our lost bag was fedexed somewhere. Do you know where cause we don't &amp; it was delivered somewhere,150
11827,negative,Can't Tell,US Airways, I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,111
4299,neutral,,United, Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,87
4240,negative,Customer Service Issue,United, 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,113
8682,neutral,,Delta, deal!,14
3154,negative,Customer Service Issue,United, understanding the situation we waited and it was opened until 10:30pm,77
8001,neutral,,Delta, do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,108
3727,negative,Customer Service Issue,United, all i hear is blah blah blah ....you shoulda used that $400 to buy a  ticket instead. &amp; ill be driving there not flying,142
1370,negative,Late Flight,United," Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?",139
7466,negative,Late Flight,Delta," backlog is an hour at most, this is over two!  Unacceptable!!",70
5221,negative,Customer Service Issue,Southwest, officially on hold for 2 hours!,45
4106,negative,Late Flight,United," how can you not know, after two hours of us sitting on the plane with no bags off loaded, the planes weight?!",117
12213,negative,Flight Attendant Complaints,American,  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,133
321,negative,Customer Service Issue,Virgin America, Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,114
947,negative,Customer Service Issue,United, should NOT sell tickets for  on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,132
8287,neutral,,Delta, I was able to access it by using the drop down instead of clicking on the tab.,87
92,neutral,,Virgin America," hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",138
4609,neutral,,Southwest, How many tickets are left?,40
1457,negative,Lost Luggage,United," I tried the online tracking and they said something like ""attempting to locate luggage""",95
7427,neutral,,Delta, woof I'm on the red cArpet http://t.co/iIdrbLNOoX,58
1178,positive,,United, just confirmed a seat! Crisis averted! Beers won't be missed now,72
8433,positive,,Delta, Airways Reveals 'Bluemanity' Livery - TravelPulse http://t.co/fTTfyFMvCO,81
192,negative,Flight Booking Problems,Virgin America, trying to book a flight with you guys and your website won't let me... about to lose my business,111
6725,negative,Flight Booking Problems,Southwest, tried to rebook online but it says that I have to pay $200 for difference in price. Please help,109
5479,neutral,,Southwest," I think that flight was supposed to go to Houston as well, in case someone could check that?",106
12740,negative,Can't Tell,American, are you guys intentionally trying to lose customers and money?,75
10989,negative,Flight Attendant Complaints,US Airways, that seems unlikely without a crew here to board us,62
5822,positive,,Southwest, Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,94
10222,positive,,US Airways," job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",135
6098,negative,Cancelled Flight,Southwest, flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,144
2637,negative,Customer Service Issue,United, the wait time for a baggage question is 60 minutes that's crazy is there a limit to the amount of bags I can bring internationally,138
5584,neutral,,Southwest,  is there a route to flight from Mexico City to Chicago midway using your services?,97
11522,negative,longlines,US Airways, we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv,140
1077,negative,Late Flight,United," of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",136
9316,negative,Lost Luggage,US Airways,  that's a lie.,34
648,neutral,,United, yall should probably work on that.,42
11412,negative,Customer Service Issue,US Airways, turns into  with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,140
793,negative,Customer Service Issue,United, we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,131
4968,neutral,,Southwest,  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.,94
